curr_title,prev_id,curr_id,n,prev_title,type,connec_tot,conec_perc
Mercedes-Benz,42270627,18564164,26,List_of_current_automobile_manufacturers_by_country,link,19783,0.13
Mercedes-Benz,38174481,18564164,16,List_of_sports_cars,link,19783,0.08
Mercedes-Benz,76581,18564164,110,List_of_companies_of_Germany,link,19783,0.56
Mercedes-Benz,23576290,18564164,33,Automotive_industry_in_Germany,link,19783,0.17
Mercedes-Benz,8873835,18564164,19,Argentine_surrender_in_the_Falklands_War,link,19783,0.10
Mercedes-Benz,3772,18564164,1922,BMW,link,19783,9.72
Mercedes-Benz,184511,18564164,14,Bay_of_Pigs_Invasion,link,19783,0.07
Mercedes-Benz,864,18564164,16,Andy_Warhol,link,19783,0.08
Mercedes-Benz,4437504,18564164,10,Automotive_industry_in_India,link,19783,0.05
Mercedes-Benz,1184326,18564164,23,Belgian_Land_Component,link,19783,0.12
Mercedes-Benz,60023,18564164,13,Airbag,link,19783,0.07
Mercedes-Benz,858902,18564164,43,Benz_Velo,link,19783,0.22
Mercedes-Benz,15207997,18564164,14,Chrissy_Teigen,link,19783,0.07
Mercedes-Benz,23178719,18564164,22,Driver_drowsiness_detection,link,19783,0.11
Mercedes-Benz,212472,18564164,16,Alex_Rodriguez,link,19783,0.08
Mercedes-Benz,66209,18564164,622,Daimler-Benz,link,19783,3.14
Mercedes-Benz,1110017,18564164,13,Dump_truck,link,19783,0.07
Mercedes-Benz,2325750,18564164,75,Dieter_Zetsche,link,19783,0.38
Mercedes-Benz,18227341,18564164,13,Charlie_Harper_(Two_and_a_Half_Men),link,19783,0.07
Mercedes-Benz,356122,18564164,18,Brian_Harvey,link,19783,0.09
Mercedes-Benz,11930,18564164,17,Economy_of_Germany,link,19783,0.09
Mercedes-Benz,28829731,18564164,29,Cambli_International_Thunder_1,link,19783,0.15
Mercedes-Benz,1938997,18564164,17,4Matic,link,19783,0.09
Mercedes-Benz,19596649,18564164,12,Adolf_Eichmann,link,19783,0.06
Mercedes-Benz,8921988,18564164,29,Cadillac_Gage_Ranger,link,19783,0.15
Mercedes-Benz,5090402,18564164,57,Benz_Patent-Motorwagen,link,19783,0.29
Mercedes-Benz,334940,18564164,23,Automatic_transmission,link,19783,0.12
Mercedes-Benz,39791384,18564164,33,CarPlay,link,19783,0.17
Mercedes-Benz,263137,18564164,28,Daimler_Company,link,19783,0.14
Mercedes-Benz,25136,18564164,17,Dakar_Rally,link,19783,0.09
Mercedes-Benz,2948082,18564164,37,Mexican_Army,other,19783,0.19
Mercedes-Benz,19370,18564164,22,Mazda,other,19783,0.11
Mercedes-Benz,15580374,18564164,1150,Main_Page,other,19783,5.81
Mercedes-Benz,35962785,18564164,12,Mercedes_(name),other,19783,0.06
Mercedes-Benz,5043734,18564164,20,Wikipedia,other,19783,0.10
Mercedes-Benz,18564164,18564164,15,Mercedes-Benz,other,19783,0.08
Mercedes-Benz,1017391,18564164,17,Nikon_Coolpix_series,other,19783,0.09
Mercedes-Benz,1161956,18564164,18,Monika_Dannemann,other,19783,0.09
Mercedes-Benz,25194,18564164,14,Qatar_Armed_Forces,other,19783,0.07
Mercedes-Benz,30984,18564164,33,Toyota,other,19783,0.17
Mercedes-Benz,32851,18564164,14,Wiki,other,19783,0.07
Mercedes-Benz,389605,18564164,10,Volvo_Cars,other,19783,0.05
Mercedes-Benz,32412,18564164,12,Volvo,other,19783,0.06
Mercedes-Benz,9405,18564164,14,Ethiopian_National_Defense_Force,other,19783,0.07
Mercedes-Benz,208251,18564164,14,Ingolstadt,other,19783,0.07
Mercedes-Benz,30433662,18564164,37,Ford_Motor_Company,other,19783,0.19
Mercedes-Benz,12102,18564164,14,General_Motors,other,19783,0.07
Mercedes-Benz,789395,18564164,17,Car_phone,other,19783,0.09
Mercedes-Benz,1544891,18564164,14,Billy_Casper,other,19783,0.07
Mercedes-Benz,26315666,18564164,15,BMW_5_Series_(F10),other,19783,0.08
Mercedes-Benz,902183,18564164,33,Double-decker_bus,other,19783,0.17
Mercedes-Benz,13729,18564164,15,Honda,other,19783,0.08
Mercedes-Benz,16660,18564164,23,Kenya_Defence_Forces,other,19783,0.12
Mercedes-Benz,18271,18564164,23,Lamborghini,other,19783,0.12
Mercedes-Benz,39848,18564164,10,Chevrolet,other,19783,0.05
Mercedes-Benz,6882,18564164,19,Chrysler,other,19783,0.10
Mercedes-Benz,142314,18564164,10,Acura,other,19783,0.05
Mercedes-Benz,782759,18564164,10,Cadillac_CTS,other,19783,0.05
Mercedes-Benz,966130,18564164,10,Audi_R8,other,19783,0.05
Mercedes-Benz,574185,18564164,17,Bertha_Benz,other,19783,0.09
Mercedes-Benz,13673345,18564164,18,Car,other,19783,0.09
